0.0075	184.853781
0.0125	-166.1931678
0.0175	-231.5389719
0.0225	97.33582053
0.0275	15.35489286
0.0325	-96.2362853
0.0375	214.6313593
0.0425	-377.6469595
0.0475	87.48705731
0.0525	390.3621195
0.0575	68.33851898
0.0625	4.386640159
0.0675	-131.9951267
0.0725	-149.8959967
0.0775	120.0845985
0.0825	-209.6967885
0.0875	-133.5670536
0.0925	154.8145908
0.0975	38.77910247
0.1025	1.295882175
0.1075	-118.813931
0.1125	-40.723036
0.1175	-140.2816542
0.1225	508.8821995
0.1275	144.9358398
0.1325	-62.06936512
0.1375	18.08663179
0.1425	-117.270358
0.1475	-9.814278344
0.1525	-66.0731939
0.1575	115.259672
0.1625	-115.8718536
0.1675	-204.442506
0.1725	28.40409736
0.1775	81.41874874
0.1825	-45.12370793
0.1875	-149.034577
0.1925	58.52149658
0.1975	178.5930604
0.2025	82.95008885
0.2075	42.77820381
0.2125	87.59068825
0.2175	193.6988248
0.2225	-240.6032509
0.2275	14.3892688
0.2325	157.4436583
0.2375	-421.6304361
0.2425	356.6895425
0.2475	-72.75916689
0.2525	-140.7479825
0.2575	-8.97912635
0.2625	131.3511177
0.2675	-94.20255996
0.2725	-206.6232733
0.2775	282.3205446
0.2825	93.095601
0.2875	164.6697183
0.2925	-81.95742799
0.2975	49.88396171
0.3025	-116.9913802
0.3075	129.2398541
0.3125	92.59023289
0.3175	-60.35530771
0.3225	-72.82353802
0.3275	114.6884075
0.3325	-310.9251118
0.3375	82.48638762
0.3425	15.72489712
0.3475	-143.7598591
0.3525	82.95443324
0.3575	-65.60651347
0.3625	-208.431122
0.3675	285.7158936
0.3725	33.09077436
0.3775	-52.26575459
0.3825	62.85657693
0.3875	-105.2130673
0.3925	99.049075
0.3975	-51.62738588
0.4025	-59.35438269
0.4075	229.6308035
0.4125	-597.6823179
0.4175	255.7870908
0.4225	100.640762
0.4275	-212.8909284
0.4325	-9.992549268
0.4375	55.80577833
0.4425	17.16775469
0.4475	74.35616858
0.4525	196.6744135
0.4575	19.42925304
0.4625	1.220387682
0.4675	-249.7720428
0.4725	-222.7016993
0.4775	457.6572379
0.4825	-83.07190437
0.4875	-173.703048
0.4925	46.67975263
0.4975	186.1764638
0.5025	-143.3606498
0.5075	-76.62878923
0.5125	69.395494
0.5175	201.2209299
0.5225	-11.9660197
0.5275	-348.1390178
0.5325	143.2152118
0.5375	22.30605807
0.5425	-224.3264137
0.5475	21.82911694
0.5525	287.2307295
0.5575	-230.5633407
0.5625	10.71090398
0.5675	41.47662732
0.5725	242.784315
0.5775	-4.405208572
0.5825	94.84142659
0.5875	72.66172884
0.5925	-149.6806571
0.5975	120.2636936
0.6025	-65.55823288
0.6075	64.89505313
0.6125	153.2103624
0.6175	-297.4891959
0.6225	282.0494203
0.6275	-267.1861751
0.6325	-221.1625891
0.6375	251.79384
0.6425	-9.762189704
0.6475	-112.5753461
0.6525	142.177572
0.6575	104.1287946
0.6625	-27.00688184
0.6675	-38.3786639
0.6725	67.29768511
0.6775	-134.2362296
0.6825	59.17184158
0.6875	-287.1700419
0.6925	230.8523918
0.6975	-23.4073381
0.7025	143.1177159
0.7075	-207.1821166
0.7125	-226.536533
0.7175	225.7207037
0.7225	157.4907111
0.7275	183.9196364
0.7325	-286.484267
0.7375	28.46026736
0.7425	161.2258875
0.7475	-133.5536305
0.7525	-141.9163227
0.7575	67.73318087
0.7625	2.089914017
0.7675	-67.92789328
0.7725	214.048264
0.7775	-10.44201266
0.7825	55.8408377
0.7875	1.898604649
0.7925	53.52317488
0.7975	-4.958881613
0.8025	129.9722194
0.8075	69.23358008
0.8125	47.00978758
0.8175	-137.8907656
0.8225	-206.6329829
0.8275	-108.2037809
0.8325	216.7009869
0.8375	-1.769915022
0.8425	60.90446319
0.8475	60.380963
0.8525	-280.3465308
0.8575	-10.06746716
0.8625	-166.7353231
0.8675	197.3467973
0.8725	14.61471171
0.8775	160.2289869
0.8825	-249.7898452
0.8875	132.1655054
0.8925	-115.3289136
0.8975	92.39254325
0.9025	14.86539752
0.9075	45.27379109
0.9125	-145.0800624
0.9175	-169.9436813
0.9225	87.36387291
0.9275	220.255281
0.9325	-11.92373713
0.9375	-47.07003038
0.9425	-115.4978631
0.9475	-93.68902256
0.9525	70.48925082
0.9575	68.65460702
0.9625	-132.5728813
0.9675	-90.69788429
0.9725	-3.29638006
0.9775	195.765356
0.9825	-229.5310585
0.9875	172.699211
0.9925	22.30484723
0.9975	-5.007116011
1.0025	-336.7865471
1.0075	253.9242263
1.0125	-25.21668821
1.0175	-219.1898301
1.0225	-45.05030747
1.0275	54.99631136
1.0325	373.2946458
1.0375	-55.80075522
1.0425	-2.73023781
1.0475	-8.273648236
